module_name	pathway_name	original_ko_rule	converted_rule	human_readable
M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K22478 K00145 K00821 K09065 K01438 K01940 K01755	K22478__K00145__K00821__K09065__K01438__K01940__K01755	K22478 __ K00145 __ K00821 __ K09065 __ K01438 __ K01940 __ K01755
M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))	K02492__K01845__K01698__K01749__(K01719|K13542|K13543)__((K02302)|((K00589|K02303|K02496|K13542|K13543)&(K02304|(K24866&K03794))))	K02492 __ K01845 __ K01698 __ K01749 __ ( K01719 | K13542 | K13543 ) __ ( ( K02302 ) | ( ( K00589 | K02303 | K02496 | K13542 | K13543 ) & ( K02304 | ( K24866 & K03794 ) ) ) )
M00847	Heme biosynthesis, archaea, siroheme => heme	K22225 K22226 (K22227,K25033)	K22225__K22226__(K22227|K25033)	K22225 __ K22226 __ ( K22227 | K25033 )
M00848	Aurachin biosynthesis, anthranilate => aurachin A	K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802	K09460__K02078&K14245&K14246&K22798__K22799__K22800__K21272__K21271__K22801__K22802	K09460 __ K02078 & K14245 & K14246 & K22798 __ K22799 __ K22800 __ K21272 __ K21271 __ K22801 __ K22802
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689  K18690 K22813)) K06981 K01823	K00626__K01641__(K00021|K00054)__((K00869&(K17942|(K25517&K09128&K25518&K03186)))|(K18689&K18690&K22813))__K06981__K01823	K00626 __ K01641 __ ( K00021 | K00054 ) __ ( ( K00869 & ( K17942 | ( K25517 & K09128 & K25518 & K03186 ) ) ) | ( K18689 & K18690 & K22813 ) ) __ K06981 __ K01823
M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)	((K00963&((K00693&K00750)|(K16150)|(K16153)|(K13679)|(K20812))))|((K00975&(K00703|K13679|K20812)))__((K00700|K16149))	( ( K00963 & ( ( K00693 & K00750 ) | ( K16150 ) | ( K16153 ) | ( K13679 ) | ( K20812 ) ) ) ) | ( ( K00975 & ( K00703 | K13679 | K20812 ) ) ) __ ( ( K00700 | K16149 ) )
M00855	Glycogen degradation, glycogen => glucose-6P	(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)	(K00688|K16153)__(K01196|((K00705|K22451)&(K02438|K01200)))__(K15779|K01835|K15778)	( K00688 | K16153 ) __ ( K01196 | ( ( K00705 | K22451 ) & ( K02438 | K01200 ) ) ) __ ( K15779 | K01835 | K15778 )
M00861	beta-Oxidation, peroxisome, VLCFA	K00232 K12405 (K07513,K08764)	K00232__K12405__(K07513|K08764)	K00232 __ K12405 __ ( K07513 | K08764 )
M00862	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	K10214 K12405 K08764	K10214__K12405__K08764	K10214 __ K12405 __ K08764
M00867	KDO2-lipid A modification pathway	K12977 K03760 K23082+K23083 K23159 K09953	K12977__K03760__K23082&K23083__K23159__K09953	K12977 __ K03760 __ K23082 & K23083 __ K23159 __ K09953
M00868	Heme biosynthesis, animals and fungi, glycine => heme	K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772	K00643__K01698__K01749__K01719__K01599__K00228__K00231__K01772	K00643 __ K01698 __ K01749 __ K01719 __ K01599 __ K00228 __ K00231 __ K01772
M00872	O-glycan biosynthesis, mannose type (core M3)	K00728 K18207 K09654 K17547  K21031 K19872 K19873 K21052 K21032 K09668	K00728__K18207__K09654__K17547__K21031__K19872__K19873__K21052__K21032__K09668	K00728 __ K18207 __ K09654 __ K17547 __ K21031 __ K19872 __ K19873 __ K21052 __ K21032 __ K09668
M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23371 K21949 K21721 K23372 K23373 K23374 K23375	K23371__K21949__K21721__K23372__K23373__K23374__K23375	K23371 __ K21949 __ K21721 __ K23372 __ K23373 __ K23374 __ K23375
M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	K21898 K23446 K23447	K21898__K23446__K23447	K21898 __ K23446 __ K23447
M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	K18652 K18653 K18654	K18652__K18653__K18654	K18652 __ K18653 __ K18654
M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074	K01912__K02609&K02610&K02611&K02612&K02613__K15866__K02618__K02615__K01692__K00074	K01912 __ K02609 & K02610 & K02611 & K02612 & K02613 __ K15866 __ K02618 __ K02615 __ K01692 __ K00074
M00879	Arginine succinyltransferase pathway, arginine => glutamate	K00673 K01484 K00840 K06447 K05526	K00673__K01484__K00840__K06447__K05526	K00673 __ K01484 __ K00840 __ K06447 __ K05526
M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)	((K03639&K03637)|K20967)__(K03635|K21142)__(((K03831|K03638)&K03750)|K15376)	( ( K03639 & K03637 ) | K20967 ) __ ( K03635 | K21142 ) __ ( ( ( K03831 | K03638 ) & K03750 ) | K15376 )
M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	K03801 K03644	K03801__K03644	K03801 __ K03644
M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	K23735 K03644	K23735__K03644	K23735 __ K03644
M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	(K23735,K23734) K03644 (K10105,K16869)	(K23735|K23734)__K03644__(K10105|K16869)	( K23735 | K23734 ) __ K03644 __ ( K10105 | K16869 )
M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	K23750 K03644	K23750__K03644	K23750 __ K03644
M00889	Puromycin biosynthesis, ATP => puromycin	K12628 K12629 K12630 K12631 K12632 K12633 K12634 K12635 K12636	K12628__K12629__K12630__K12631__K12632__K12633__K12634__K12635__K12636	K12628 __ K12629 __ K12630 __ K12631 __ K12632 __ K12633 __ K12634 __ K12635 __ K12636
M00890	Roseoflavin biosynthesis, FMN => roseoflavin	K22598 -- K22269	K22598__K22269	K22598 __ K22269
M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972	(K00844|K12407|K00845)__K01810__K00820__K00621__K01836__K00972	( K00844 | K12407 | K00845 ) __ K01810 __ K00820 __ K00621 __ K01836 __ K00972
M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid	K20981 K20982 K20985 K20980  K20984 K20983	K20981__K20982__K20985__K20980__K20984__K20983	K20981 __ K20982 __ K20985 __ K20980 __ K20984 __ K20983
M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol	K20503 K20508 -- K20502 K20501	K20503__K20508__K20502__K20501	K20503 __ K20508 __ K20502 __ K20501
M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946	K03148&K03154__K03151__K03153__K03149__K10810__K03147__K00941__K00788__K00946	K03148 & K03154 __ K03151 __ K03153 __ K03149 __ K10810 __ K03147 __ K00941 __ K00788 __ K00946
M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	K22699 K03147 (K00941 (K00788,K21220),K21219) K00946	K22699__K03147__((K00941&(K00788|K21220))|(K21219))__K00946	K22699 __ K03147 __ ( ( K00941 & ( K00788 | K21220 ) ) | ( K21219 ) ) __ K00946
M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	K03146 K03147 K14153 K22911 K00949	K03146__K03147__K14153__K22911__K00949	K03146 __ K03147 __ K14153 __ K22911 __ K00949
M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	K03146 K18278 K00877 K14154 -- K00949	K03146__K18278__K00877__K14154__K00949	K03146 __ K18278 __ K00877 __ K14154 __ K00949
M00899	Thiamine salvage pathway, HMP/HET => TMP	K00878((K00941 K00788),K14153,K21219)	K00878__((K00941&K00788)|K14153|K21219)	K00878 __ ( ( K00941 & K00788 ) | K14153 | K21219 )
M00900	Crocin biosynthesis, crocetin => crocin	K21371 K21354	K21371__K21354	K21371 __ K21354
M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline	K23665 K23666 K23667 K23668	K23665__K23666__K23667__K23668	K23665 __ K23666 __ K23667 __ K23668
M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin	K21568 K19650 K21207 K21203 K21205 K21204 K21202	K21568__K19650__K21207__K21203__K21205__K21204__K21202	K21568 __ K19650 __ K21207 __ K21203 __ K21205 __ K21204 __ K21202
M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin	K23999 K09459 K12901 K12902 K24000 K12903	K23999__K09459__K12901__K12902__K24000__K12903	K23999 __ K09459 __ K12901 __ K12902 __ K24000 __ K12903
M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C	K22113 K01957 K22114	K22113__K01957__K22114	K22113 __ K01957 __ K22114
M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B	K18287 K17835 K20204	K18287__K17835__K20204	K18287 __ K17835 __ K20204
M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042	(K00845|K25026)__(K01810|K13810|K15916)__K00820__K03431__K04042	( K00845 | K25026 ) __ ( K01810 | K13810 | K15916 ) __ K00820 __ K03431 __ K04042
M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine	K01850 K15849 K05359	K01850__K15849__K05359	K01850 __ K15849 __ K05359
M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953	K01497__K14654__K14655__K02858__K00794__K00793__K00861__K00953	K01497 __ K14654 __ K14655 __ K02858 __ K00794 __ K00793 __ K00861 __ K00953
M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)	(K00453|K00463)__(K01432|K14263|K07130)__K00486__K01556__K00452__K00767__(K00969|K06210)__(K01916|K01950)	( K00453 | K00463 ) __ ( K01432 | K14263 | K07130 ) __ K00486 __ K01556 __ K00452 __ K00767 __ ( K00969 | K06210 ) __ ( K01916 | K01950 )
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	K00606 K00077 K13367 K00128 K01918	K00606__K00077__K13367__K00128__K01918	K00606 __ K00077 __ K13367 __ K00128 __ K01918
M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	K00606 K00077 K06982 K09722 K13038 K02201 K09735	K00606__K00077__K06982__K09722__K13038__K02201__K09735	K00606 __ K00077 __ K06982 __ K09722 __ K13038 __ K02201 __ K09735
M00915	Caffeine degradation, caffeine => xanthine	K21722 K21723 K21724	K21722__K21723__K21724	K21722 __ K21723 __ K21724
M00916	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	K06215+K08681	K06215&K08681	K06215 & K08681
M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	K01853 K00559 K14423 K23558 -- K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828	K01853__K00559__K14423__K23558__K08246__K05917__K00222__K01824__K08242__K14424__K00227__K00213__K09828	K01853 __ K00559 __ K14423 __ K23558 __ K08246 __ K05917 __ K00222 __ K01824 __ K08242 __ K14424 __ K00227 __ K00213 __ K09828
M00918	Aerobactin biosynthesis, lysine => aerobactin	K03897 K03896 K03894 K03895	K03897__K03896__K03894__K03895	K03897 __ K03896 __ K03894 __ K03895
M00919	Ectoine degradation, ectoine => aspartate	K15783 K15784 K15785 K15786	K15783__K15784__K15785__K15786	K15783 __ K15784 __ K15785 __ K15786
M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	K13787 K18686 K22997 K22998	K13787__K18686__K22997__K22998	K13787 __ K18686 __ K22997 __ K22998
M00922	CMP-Neu5Ac biosynthesis	K24257 K01654 K00983	K24257__K01654__K00983	K24257 __ K01654 __ K00983
M00923	UDP-L-FucNAm biosynthesis	K15894 K19068 K24258 K24259	K15894__K19068__K24258__K24259	K15894 __ K19068 __ K24258 __ K24259
M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595)  K06042 K02224	((K02302)|((K02303|K13542)&(K02304|K24866)))__(K02190|K03795|K22011)__K03394__(K05934|K13541|K21479)__K05936__(K02189|K13541)__K02188__K05895__((K02191&K03399)|(K00595))__K06042__K02224	( ( K02302 ) | ( ( K02303 | K13542 ) & ( K02304 | K24866 ) ) ) __ ( K02190 | K03795 | K22011 ) __ K03394 __ ( K05934 | K13541 | K21479 ) __ K05936 __ ( K02189 | K13541 ) __ K02188 __ K05895 __ ( ( K02191 & K03399 ) | ( K00595 ) ) __ K06042 __ K02224
M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228  K05895 K00595 K06042 K02224 K02230+K09882+K09883	(K02303|K13542)__(K03394|K13540)__K02229__(K05934|K13540|K13541)__K05936__K02228__K05895__K00595__K06042__K02224__K02230&K09882&K09883	( K02303 | K13542 ) __ ( K03394 | K13540 ) __ K02229 __ ( K05934 | K13540 | K13541 ) __ K05936 __ K02228 __ K05895 __ K00595 __ K06042 __ K02224 __ K02230 & K09882 & K09883
M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435	K02492__K01845__K01698__K01749__(K01719|K13542)__K01599__K00231__K01772__K00435	K02492 __ K01845 __ K01698 __ K01749 __ ( K01719 | K13542 ) __ K01599 __ K00231 __ K01772 __ K00435
M00927	Gibberellin A12 biosynthesis, GAPP => GA12	K04120 K04121 K04122 K04123	K04120__K04121__K04122__K04123	K04120 __ K04121 __ K04122 __ K04123
M00928	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1	K05282 K04124	K05282__K04124	K05282 __ K04124
M00929	Gibberellin A1 biosynthesis, GGPP => GA1	K20657 K21292 K12917 K12918 K12919	K20657__K21292__K12917__K12918__K12919	K20657 __ K21292 __ K12917 __ K12918 __ K12919
M00930	Menaquinone biosynthesis, futalosine pathway	K11782 K18285 (K18286,K20810) K11783 K11784 K11785	K11782__K18285__(K18286|K20810)__K11783__K11784__K11785	K11782 __ K18285 __ ( K18286 | K20810 ) __ K11783 __ K11784 __ K11785
M00931	Menaquinone biosynthesis, modified futalosine pathway	K11782 K18285 K18284 K11784 K11785	K11782__K18285__K18284__K11784__K11785	K11782 __ K18285 __ K18284 __ K11784 __ K11785
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073)  K23094 K17872 K23095	((K02552&K02551&K08680&K02549)|(K14759))__(K01911|K14760)__K01661__(K19222|K12073)__K23094__K17872__K23095	( ( K02552 & K02551 & K08680 & K02549 ) | ( K14759 ) ) __ ( K01911 | K14760 ) __ K01661 __ ( K19222 | K12073 ) __ K23094 __ K17872 __ K23095
M00933	Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol	K12501 K12502	K12501__K12502	K12501 __ K12502
M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24528+K24559+K24560+K24561+K24562 K24529 K24292+K24530 K24531 K21540 K21539  K24390	K24528&K24559&K24560&K24561&K24562__K24529__K24292&K24530__K24531__K21540__K21539__K24390	K24528 & K24559 & K24560 & K24561 & K24562 __ K24529 __ K24292 & K24530 __ K24531 __ K21540 __ K21539 __ K24390
M00935	Methanofuran biosynthesis	K09733 K19793 K07144 K18933 K06914 K07072	K09733__K19793__K07144__K18933__K06914__K07072	K09733 __ K19793 __ K07144 __ K18933 __ K06914 __ K07072
M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	K01593 K24541 K22450 (K22588,K13066)	K01593__K24541__K22450__(K22588|K13066)	K01593 __ K24541 __ K22450 __ ( K22588 | K13066 )
